keyword,cluster,source,seed,relevance_score,search_volume,cpc,competition,competition_level,low_top_of_page_bid,high_top_of_page_bid,monthly_trend_pct,quarterly_trend_pct,yearly_trend_pct,recent_3mo_vs_prior_3mo_pct,latest_month_yoy_pct,keyword_difficulty,main_intent,words_count,last_updated_time
swydo alternative tool,competitor_alternative,generated,swydo alternative,13,,,,,,,,,,,,,,,
whatagraph alternative software,competitor_alternative,generated,whatagraph alternative,13,,,,,,,,,,,,,,,
whatagraph alternative tool,competitor_alternative,generated,whatagraph alternative,13,,,,,,,,,,,,,,,
looker studio alternative for agencies,competitor_alternative,generated,looker studio alternative,12,,,,,,,,,,,,,,,
looker studio alternative platform,competitor_alternative,generated,looker studio alternative,12,,,,,,,,,,,,,,,
looker studio alternative template,competitor_alternative,generated,looker studio alternative,12,,,,,,,,,,,,,,,
2 minute reports alternative platform,competitor_alternative,generated,2 minute reports alternative,11,,,,,,,,,,,,,,,
2 minute reports alternative reports,competitor_alternative,generated,2 minute reports alternative,11,,,,,,,,,,,,,,,
2 minute reports alternative template,competitor_alternative,generated,2 minute reports alternative,11,,,,,,,,,,,,,,,
2-minute reports alternative,competitor_alternative,seed,self,11,,,,,,,,,,,,,,,
dashthis alternative for agencies,competitor_alternative,generated,dashthis alternative,11,,,,,,,,,,,,,,,
dashthis alternative for digital agencies,competitor_alternative,generated,dashthis alternative,11,,,,,,,,,,,,,,,
dashthis alternative for small agencies,competitor_alternative,generated,dashthis alternative,11,,,,,,,,,,,,,,,
dashthis alternative platform,competitor_alternative,generated,dashthis alternative,11,,,,,,,,,,,,,,,
dashthis alternative template,competitor_alternative,generated,dashthis alternative,11,,,,,,,,,,,,,,,
looker studio alternative for digital agencies,competitor_alternative,generated,looker studio alternative,11,,,,,,,,,,,,,,,
looker studio alternative for small agencies,competitor_alternative,generated,looker studio alternative,11,,,,,,,,,,,,,,,
supermetrics alternative for agencies,competitor_alternative,generated,supermetrics alternative,11,,,,,,,,,,,,,,,
supermetrics alternative for digital agencies,competitor_alternative,generated,supermetrics alternative,11,,,,,,,,,,,,,,,
supermetrics alternative for small agencies,competitor_alternative,generated,supermetrics alternative,11,,,,,,,,,,,,,,,
supermetrics alternative platform,competitor_alternative,generated,supermetrics alternative,11,,,,,,,,,,,,,,,
supermetrics alternative template,competitor_alternative,generated,supermetrics alternative,11,,,,,,,,,,,,,,,
swydo alternative for agencies,competitor_alternative,generated,swydo alternative,11,,,,,,,,,,,,,,,
swydo alternative for digital agencies,competitor_alternative,generated,swydo alternative,11,,,,,,,,,,,,,,,
swydo alternative for small agencies,competitor_alternative,generated,swydo alternative,11,,,,,,,,,,,,,,,
swydo alternative platform,competitor_alternative,generated,swydo alternative,11,,,,,,,,,,,,,,,
swydo alternative template,competitor_alternative,generated,swydo alternative,11,,,,,,,,,,,,,,,
whatagraph alternative for agencies,competitor_alternative,generated,whatagraph alternative,11,,,,,,,,,,,,,,,
whatagraph alternative for digital agencies,competitor_alternative,generated,whatagraph alternative,11,,,,,,,,,,,,,,,
whatagraph alternative for small agencies,competitor_alternative,generated,whatagraph alternative,11,,,,,,,,,,,,,,,
whatagraph alternative platform,competitor_alternative,generated,whatagraph alternative,11,,,,,,,,,,,,,,,
whatagraph alternative template,competitor_alternative,generated,whatagraph alternative,11,,,,,,,,,,,,,,,
2 minute reports alternative for agencies,competitor_alternative,generated,2 minute reports alternative,10,,,,,,,,,,,,,,,
2 minute reports alternative for digital agencies,competitor_alternative,generated,2 minute reports alternative,10,,,,,,,,,,,,,,,
2 minute reports alternative for small agencies,competitor_alternative,generated,2 minute reports alternative,10,,,,,,,,,,,,,,,
google sheets reporting automation dashboard,connector_automation,generated,google sheets reporting automation,18,,,,,,,,,,,,,,,
google sheets reporting automation for clients,connector_automation,generated,google sheets reporting automation,16,,,,,,,,,,,,,,,
google sheets reporting automation for marketing agencies,connector_automation,generated,google sheets reporting automation,16,,,,,,,,,,,,,,,
google sheets reporting automation software,connector_automation,generated,google sheets reporting automation,16,,,,,,,,,,,,,,,
google sheets reporting automation tool,connector_automation,generated,google sheets reporting automation,16,,,,,,,,,,,,,,,
google sheets reporting automation reporting software,connector_automation,generated,google sheets reporting automation,15,,,,,,,,,,,,,,,
google sheets reporting automation reporting tool,connector_automation,generated,google sheets reporting automation,15,,,,,,,,,,,,,,,
google sheets reporting automation,connector_automation,seed,self,14,,,,,,,,,,,,,,,
google sheets reporting automation platform,connector_automation,generated,google sheets reporting automation,14,,,,,,,,,,,,,,,
google sheets reporting automation reports,connector_automation,generated,google sheets reporting automation,14,,,,,,,,,,,,,,,
google sheets reporting automation template,connector_automation,generated,google sheets reporting automation,14,,,,,,,,,,,,,,,
google sheets reporting automation for agencies,connector_automation,generated,google sheets reporting automation,13,,,,,,,,,,,,,,,
google sheets reporting automation for digital agencies,connector_automation,generated,google sheets reporting automation,13,,,,,,,,,,,,,,,
google sheets reporting automation for small agencies,connector_automation,generated,google sheets reporting automation,13,,,,,,,,,,,,,,,
marketing dashboard software,dashboard_software,seed,self,11,260,66.27,7,LOW,20.31,52.95,,,,-21.3,-46.2,,,,
digital marketing reporting dashboard,dashboard_software,generated,digital marketing reporting,18,170,,2,LOW,34.71,98.12,,,,363.6,-18.8,,,,
marketing reporting dashboard,dashboard_software,generated,marketing reporting,18,170,,3,LOW,21.15,72.72,,,,269.2,0.0,,,,
client reporting dashboard,dashboard_software,generated,client reporting,18,40,,0,LOW,,,,,,333.3,40.0,,,,
agency reporting dashboard,dashboard_software,generated,agency reporting,19,10,71.38,12,LOW,21.1,49.55,,,,33.3,100.0,,,,
best marketing dashboard software,dashboard_software,dataforseo_suggestion,marketing dashboard software,11,10,58.27,3,LOW,,,,,,133.3,300.0,,,,
marketing dashboard software free,dashboard_software,dataforseo_suggestion,marketing dashboard software,11,0,,,,,,,,,,,,,,
agency dashboard software,dashboard_software,seed,self,12,,,,,,,,,,,,,,,
software reporting tool,marketing_reporting,dataforseo_idea,SEO reporting software|PPC reporting software|social media reporting software,15,260,,7,LOW,10.04,26.23,,,,-7.7,-55.9,,,,
marketing reporting software,marketing_reporting,seed,self,16,210,24.03,2,LOW,26.93,71.28,,,,153.3,-33.3,,,,
marketing reporting tool,marketing_reporting,generated,marketing reporting,16,210,,2,LOW,8.82,82.46,,,,156.0,0.0,,,,
marketing reporting template,marketing_reporting,generated,marketing reporting,14,210,,2,LOW,5.47,16.78,,,,170.6,-17.9,,,,
report generator software,marketing_reporting,dataforseo_idea,SEO reporting software|PPC reporting software|social media reporting software,8,170,21.55,16,LOW,7.38,26.8,,,,48.3,-19.2,,,,
digital marketing reporting tool,marketing_reporting,generated,digital marketing reporting,16,140,20.09,1,LOW,,,,,,230.0,-34.4,,,,
automated marketing reports,marketing_reporting,seed,self,9,90,30.03,1,LOW,17.55,42.82,,,,350.0,50.0,,,,
marketing reporting automation,marketing_reporting,generated,marketing reporting,17,70,70.13,5,LOW,14.72,50.75,,,,166.7,27.3,,,,
online marketing reporting software,marketing_reporting,dataforseo_suggestion,marketing reporting software,16,70,,0,LOW,,,,,,-29.4,-64.3,,,,
digital marketing reporting template,marketing_reporting,generated,digital marketing reporting,14,70,,6,LOW,4.33,7.12,,,,120.0,-50.0,,,,
digital marketing reporting software,marketing_reporting,generated,digital marketing reporting,16,40,44.71,4,LOW,,,,,,80.0,-28.6,,,,
marketing reporting platform,marketing_reporting,generated,marketing reporting,14,40,,4,LOW,26.79,161.53,,,,250.0,28.6,,,,
marketing campaign reporting software,marketing_reporting,dataforseo_suggestion,marketing reporting software,18,10,,,,,,,,,-100.0,,,,,
digital marketing reporting automation,marketing_reporting,generated,digital marketing reporting,17,10,,,,,,,,,-100.0,,,,,
affiliate reporting software,marketing_reporting,dataforseo_idea,Google Ads reporting tool|Facebook Ads reporting tool|GA4 reporting tool,13,10,,36,MEDIUM,,,,,,0.0,0.0,,,,
digital marketing reporting for agencies,marketing_reporting,generated,digital marketing reporting,14,,,,,,,,,,,,,,,
digital marketing reporting platform,marketing_reporting,generated,digital marketing reporting,14,,,,,,,,,,,,,,,
digital marketing reporting reports,marketing_reporting,generated,digital marketing reporting,14,,,,,,,,,,,,,,,
marketing reporting for agencies,marketing_reporting,generated,marketing reporting,14,,,,,,,,,,,,,,,
marketing reporting for digital agencies,marketing_reporting,generated,marketing reporting,14,,,,,,,,,,,,,,,
marketing reporting for marketing agencies,marketing_reporting,generated,marketing reporting,14,,,,,,,,,,,,,,,
marketing reporting for small agencies,marketing_reporting,generated,marketing reporting,14,,,,,,,,,,,,,,,
marketing reporting reports,marketing_reporting,generated,marketing reporting,14,,,,,,,,,,,,,,,
ads reporting software,marketing_reporting,dataforseo_idea,Google Ads reporting tool|Facebook Ads reporting tool|GA4 reporting tool,13,,,,,,,,,,,,,,,
digital marketing reporting for digital agencies,marketing_reporting,generated,digital marketing reporting,13,,,,,,,,,,,,,,,
digital marketing reporting for marketing agencies,marketing_reporting,generated,digital marketing reporting,13,,,,,,,,,,,,,,,
digital marketing reporting for small agencies,marketing_reporting,generated,digital marketing reporting,13,,,,,,,,,,,,,,,
simple affiliate tracking software report,marketing_reporting,dataforseo_idea,Google Ads reporting tool|Facebook Ads reporting tool|GA4 reporting tool,8,,,,,,,,,,,,,,,
ppc reporting template,paid_ads_reporting,generated,ppc reporting,14,320,13.19,1,LOW,3.98,15,,,,91.3,-55.6,,,,
ppc reporting tool,paid_ads_reporting,generated,ppc reporting,16,260,102.68,3,LOW,20.49,130.15,,,,100.0,-55.9,,,,
ppc management software,paid_ads_reporting,dataforseo_idea,SEO reporting software|PPC reporting software|social media reporting software,7,260,42.86,4,LOW,11.84,43.49,,,,52.0,-55.9,,,,
facebook ads reporting tool,paid_ads_reporting,seed,self,17,210,54.46,1,LOW,19.93,45.34,,,,142.9,-46.2,,,,
google ads reporting tool,paid_ads_reporting,seed,self,17,210,17.9,6,LOW,9.38,35.15,,,,15.8,-34.4,,,,
facebook ads reporting template,paid_ads_reporting,generated,facebook ads reporting,15,170,,1,LOW,,,,,,230.0,-18.8,,,,
google ads reporting template,paid_ads_reporting,generated,google ads reporting,15,170,10.29,7,LOW,4.38,11.71,,,,58.8,-46.9,,,,
ppc reporting software,paid_ads_reporting,seed,self,16,140,,0,LOW,,,,,,266.7,-34.6,,,,
ppc reporting platform,paid_ads_reporting,generated,ppc reporting,14,90,,0,LOW,,,,,,240.0,-57.1,,,,
facebook ads reporting software,paid_ads_reporting,generated,facebook ads reporting,17,70,,0,LOW,,,,,,150.0,-76.2,,,,
ppc reporting for clients,paid_ads_reporting,generated,ppc reporting,17,50,,0,LOW,,,,,,166.7,-70.6,,,,
google ads reporting software,paid_ads_reporting,generated,google ads reporting,17,30,,9,LOW,17.67,34.6,,,,33.3,-71.4,,,,
facebook ads reporting dashboard,paid_ads_reporting,generated,facebook ads reporting,19,20,,0,LOW,,,,,,133.3,66.7,,,,
google ads reporting dashboard,paid_ads_reporting,generated,google ads reporting,19,20,,4,LOW,,,,,,33.3,0.0,,,,
best facebook ads reporting tool,paid_ads_reporting,dataforseo_suggestion,Facebook Ads reporting tool,17,20,,0,LOW,,,,,,0.0,-75.0,,,,
free facebook ads reporting tool,paid_ads_reporting,dataforseo_suggestion,Facebook Ads reporting tool,17,20,,0,LOW,,,,,,33.3,-50.0,,,,
facebook ads reporting platform,paid_ads_reporting,generated,facebook ads reporting,15,20,,0,LOW,,,,,,100.0,33.3,,,,
meta ads reporting template,paid_ads_reporting,generated,meta ads reporting,11,20,21.46,22,LOW,3.17,8.67,,,,33.3,-60.0,,,,
ppc reporting dashboard,paid_ads_reporting,generated,ppc reporting,18,10,21.05,2,LOW,,,,,,250.0,400.0,,,,
best google ads reporting tool,paid_ads_reporting,dataforseo_suggestion,Google Ads reporting tool,17,10,,86,HIGH,,,,,,0.0,0.0,,,,
google ads reporting platform,paid_ads_reporting,generated,google ads reporting,15,10,,0,LOW,,,,,,200.0,-50.0,,,,
meta ads reporting dashboard,paid_ads_reporting,generated,meta ads reporting,15,10,12.57,24,LOW,,,,,,0.0,1000.0,,,,
meta ads reporting tool,paid_ads_reporting,generated,meta ads reporting,13,10,42.88,35,MEDIUM,22.24,52.99,,,,66.7,100.0,,,,
ppc reporting for agencies,paid_ads_reporting,generated,ppc reporting,14,0,,,,,,,,,,,,,,
facebook ads reporting automation,paid_ads_reporting,generated,facebook ads reporting,18,,,,,,,,,,,,,,,
facebook ads reporting for clients,paid_ads_reporting,generated,facebook ads reporting,18,,,,,,,,,,,,,,,
google ads reporting automation,paid_ads_reporting,generated,google ads reporting,18,,,,,,,,,,,,,,,
google ads reporting for clients,paid_ads_reporting,generated,google ads reporting,18,,,,,,,,,,,,,,,
facebook ads reporting for marketing agencies,paid_ads_reporting,generated,facebook ads reporting,17,,,,,,,,,,,,,,,
google ads reporting for marketing agencies,paid_ads_reporting,generated,google ads reporting,17,,,,,,,,,,,,,,,
paid ads reporting dashboard,paid_ads_reporting,generated,paid ads reporting,17,,,,,,,,,,,,,,,
ppc reporting automation,paid_ads_reporting,generated,ppc reporting,17,,,,,,,,,,,,,,,
ppc reporting for marketing agencies,paid_ads_reporting,generated,ppc reporting,17,,,,,,,,,,,,,,,
paid ads reporting automation,paid_ads_reporting,generated,paid ads reporting,16,,,,,,,,,,,,,,,
paid ads reporting for clients,paid_ads_reporting,generated,paid ads reporting,16,,,,,,,,,,,,,,,
facebook ads reporting for agencies,paid_ads_reporting,generated,facebook ads reporting,15,,,,,,,,,,,,,,,
facebook ads reporting reports,paid_ads_reporting,generated,facebook ads reporting,15,,,,,,,,,,,,,,,
google ads reporting for agencies,paid_ads_reporting,generated,google ads reporting,15,,,,,,,,,,,,,,,
google ads reporting reports,paid_ads_reporting,generated,google ads reporting,15,,,,,,,,,,,,,,,
paid ads reporting for marketing agencies,paid_ads_reporting,generated,paid ads reporting,15,,,,,,,,,,,,,,,
paid ads reporting software,paid_ads_reporting,generated,paid ads reporting,15,,,,,,,,,,,,,,,
paid ads reporting tool,paid_ads_reporting,generated,paid ads reporting,15,,,,,,,,,,,,,,,
facebook ads reporting for digital agencies,paid_ads_reporting,generated,facebook ads reporting,14,,,,,,,,,,,,,,,
facebook ads reporting for small agencies,paid_ads_reporting,generated,facebook ads reporting,14,,,,,,,,,,,,,,,
google ads reporting for digital agencies,paid_ads_reporting,generated,google ads reporting,14,,,,,,,,,,,,,,,
google ads reporting for small agencies,paid_ads_reporting,generated,google ads reporting,14,,,,,,,,,,,,,,,
meta ads reporting automation,paid_ads_reporting,generated,meta ads reporting,14,,,,,,,,,,,,,,,
meta ads reporting for clients,paid_ads_reporting,generated,meta ads reporting,14,,,,,,,,,,,,,,,
ppc reporting for digital agencies,paid_ads_reporting,generated,ppc reporting,14,,,,,,,,,,,,,,,
ppc reporting for small agencies,paid_ads_reporting,generated,ppc reporting,14,,,,,,,,,,,,,,,
ppc reporting reports,paid_ads_reporting,generated,ppc reporting,14,,,,,,,,,,,,,,,
meta ads reporting for marketing agencies,paid_ads_reporting,generated,meta ads reporting,13,,,,,,,,,,,,,,,
meta ads reporting software,paid_ads_reporting,generated,meta ads reporting,13,,,,,,,,,,,,,,,
paid ads reporting for agencies,paid_ads_reporting,generated,paid ads reporting,13,,,,,,,,,,,,,,,
paid ads reporting platform,paid_ads_reporting,generated,paid ads reporting,13,,,,,,,,,,,,,,,
paid ads reporting reports,paid_ads_reporting,generated,paid ads reporting,13,,,,,,,,,,,,,,,
paid ads reporting template,paid_ads_reporting,generated,paid ads reporting,13,,,,,,,,,,,,,,,
paid ads reporting for digital agencies,paid_ads_reporting,generated,paid ads reporting,12,,,,,,,,,,,,,,,
paid ads reporting for small agencies,paid_ads_reporting,generated,paid ads reporting,12,,,,,,,,,,,,,,,
meta ads reporting for agencies,paid_ads_reporting,generated,meta ads reporting,11,,,,,,,,,,,,,,,
meta ads reporting platform,paid_ads_reporting,generated,meta ads reporting,11,,,,,,,,,,,,,,,
meta ads reporting reports,paid_ads_reporting,generated,meta ads reporting,11,,,,,,,,,,,,,,,
meta ads reporting for digital agencies,paid_ads_reporting,generated,meta ads reporting,10,,,,,,,,,,,,,,,
meta ads reporting for small agencies,paid_ads_reporting,generated,meta ads reporting,10,,,,,,,,,,,,,,,
seo reporting for clients,seo_reporting,generated,seo reporting,17,1300,,0,LOW,7.5,25.38,,,,24.0,-83.6,,,,
seo reporting template,seo_reporting,generated,seo reporting,14,1000,9.37,3,LOW,3.75,12.27,,,,100.0,-75.2,,,,
seo reporting tool,seo_reporting,generated,seo reporting,16,720,,1,LOW,15,28.14,,,,53.4,-68.9,,,,
seo reporting dashboard,seo_reporting,generated,seo reporting,18,590,28.72,1,LOW,8.7,33.08,,,,196.0,-75.6,,,,
seo reporting software,seo_reporting,seed,self,16,590,42.72,1,LOW,15.96,36.43,,,,35.7,-74.7,,,,
best seo reporting software,seo_reporting,dataforseo_suggestion,SEO reporting software,16,480,,1,LOW,10.44,23.17,,,,820.0,-89.2,,,,
seo agency reporting software,seo_reporting,dataforseo_suggestion,agency reporting software,20,260,60.22,1,LOW,,,,,,-52.0,-77.1,,,,
seo reporting software for clients,seo_reporting,dataforseo_suggestion,SEO reporting software,19,210,,0,LOW,,,,,,138.5,-76.3,,,,
seo reporting software free,seo_reporting,dataforseo_suggestion,SEO reporting software,16,210,,0,LOW,,,,,,-73.7,-89.6,,,,
seo reporting platform,seo_reporting,generated,seo reporting,14,210,,0,LOW,,,,,,-49.0,-73.1,,,,
seo reporting for agencies,seo_reporting,generated,seo reporting,14,140,58.18,2,LOW,6.3,34.83,,,,-5.3,-65.6,,,,
free seo reporting software,seo_reporting,dataforseo_suggestion,SEO reporting software,16,110,,0,LOW,,,,,,-66.7,-90.5,,,,
seo verification tool,seo_reporting,dataforseo_idea,Google Ads reporting tool|Facebook Ads reporting tool|GA4 reporting tool,7,10,,,,,,,,,-50.0,,,,,
seo reporting automation,seo_reporting,generated,seo reporting,17,,,,,,,,,,,,,,,
seo reporting for marketing agencies,seo_reporting,generated,seo reporting,17,,,,,,,,,,,,,,,
seo reporting for digital agencies,seo_reporting,generated,seo reporting,14,,,,,,,,,,,,,,,
seo reporting for small agencies,seo_reporting,generated,seo reporting,14,,,,,,,,,,,,,,,
seo reporting reports,seo_reporting,generated,seo reporting,14,,,,,,,,,,,,,,,
seo project manager software,seo_reporting,dataforseo_idea,Google Ads reporting tool|Facebook Ads reporting tool|GA4 reporting tool,7,,,,,,,,,,,,,,,
social media reporting template,social_reporting,generated,social media reporting,11,720,12.04,17,LOW,3.61,12,,,,50.0,-32.3,,,,
social media reporting tool,social_reporting,generated,social media reporting,13,590,76.97,4,LOW,20.07,76.37,,,,152.4,-44.6,,,,
social media reporting software,social_reporting,seed,self,13,170,72.46,4,LOW,22.99,57.32,,,,52.9,-56.4,,,,
social media reporting dashboard,social_reporting,generated,social media reporting,15,90,91.86,2,LOW,,,,,,183.3,-35.3,,,,
social media reporting for agencies,social_reporting,generated,social media reporting,11,20,,4,LOW,,,,,,0.0,-80.0,,,,
social media reporting platform,social_reporting,generated,social media reporting,11,20,,16,LOW,33.99,131,,,,66.7,-71.4,,,,
best social media reporting software,social_reporting,dataforseo_suggestion,social media reporting software,13,10,,,,,,,,,0.0,,,,,
software is commonly used for social media analytics and reporting,social_reporting,dataforseo_suggestion,social media reporting software,12,0,,,,,,,,,,,,,,
social media reporting automation,social_reporting,generated,social media reporting,14,,,,,,,,,,,,,,,
social media reporting for clients,social_reporting,generated,social media reporting,14,,,,,,,,,,,,,,,
social media reporting for marketing agencies,social_reporting,generated,social media reporting,13,,,,,,,,,,,,,,,
social media reporting reports,social_reporting,generated,social media reporting,11,,,,,,,,,,,,,,,
social media reporting for digital agencies,social_reporting,generated,social media reporting,10,,,,,,,,,,,,,,,
social media reporting for small agencies,social_reporting,generated,social media reporting,10,,,,,,,,,,,,,,,
white label seo audit tool,white_label_reporting,dataforseo_idea,Google Ads reporting tool|Facebook Ads reporting tool|GA4 reporting tool,12,480,25.8,4,LOW,12.05,29.7,,,,-14.5,-79.0,,,,
white label dashboard,white_label_reporting,generated,white label dashboard,11,90,49.81,8,LOW,11.6,54.01,,,,60.0,-57.1,,,,
white label reporting tool,white_label_reporting,generated,white label reporting,18,50,,9,LOW,10.33,33.46,,,,50.0,-55.6,,,,
white label dashboard software,white_label_reporting,generated,white label dashboard,13,30,,3,LOW,,,,,,233.3,0.0,,,,
white label reporting software,white_label_reporting,seed,self,18,20,,0,LOW,,,,,,50.0,50.0,,,,
white label reporting dashboard,white_label_reporting,generated,white label reporting,20,10,,0,LOW,,,,,,150.0,200.0,,,,
white label dashboard platform,white_label_reporting,generated,white label dashboard,11,10,,0,LOW,,,,,,50.0,-50.0,,,,
white label dashboard reporting software,white_label_reporting,generated,white label dashboard,22,,,,,,,,,,,,,,,
white label dashboard reporting tool,white_label_reporting,generated,white label dashboard,22,,,,,,,,,,,,,,,
white label reporting automation,white_label_reporting,generated,white label reporting,19,,,,,,,,,,,,,,,
white label reporting for clients,white_label_reporting,generated,white label reporting,19,,,,,,,,,,,,,,,
white label reporting for marketing agencies,white_label_reporting,generated,white label reporting,18,,,,,,,,,,,,,,,
white label reporting for agencies,white_label_reporting,generated,white label reporting,16,,,,,,,,,,,,,,,
white label reporting platform,white_label_reporting,generated,white label reporting,16,,,,,,,,,,,,,,,
white label reporting reports,white_label_reporting,generated,white label reporting,16,,,,,,,,,,,,,,,
white label reporting template,white_label_reporting,generated,white label reporting,16,,,,,,,,,,,,,,,
white label dashboard reports,white_label_reporting,generated,white label dashboard,15,,,,,,,,,,,,,,,
white label reporting for digital agencies,white_label_reporting,generated,white label reporting,15,,,,,,,,,,,,,,,
white label reporting for small agencies,white_label_reporting,generated,white label reporting,15,,,,,,,,,,,,,,,
white label dashboard automation,white_label_reporting,generated,white label dashboard,14,,,,,,,,,,,,,,,
white label dashboard for clients,white_label_reporting,generated,white label dashboard,14,,,,,,,,,,,,,,,
white label dashboard for marketing agencies,white_label_reporting,generated,white label dashboard,13,,,,,,,,,,,,,,,
white label dashboard tool,white_label_reporting,generated,white label dashboard,13,,,,,,,,,,,,,,,
white label dashboard for agencies,white_label_reporting,generated,white label dashboard,11,,,,,,,,,,,,,,,
white label dashboard template,white_label_reporting,generated,white label dashboard,11,,,,,,,,,,,,,,,
white label dashboard for digital agencies,white_label_reporting,generated,white label dashboard,10,,,,,,,,,,,,,,,
white label dashboard for small agencies,white_label_reporting,generated,white label dashboard,10,,,,,,,,,,,,,,,
